  -0.462474  -0.351219   1.000000
  -0.435901  -0.300014   1.000000
  -0.406057  -0.454088   1.000000
  -0.332206  -0.252906   1.000000
  -0.321643  -0.592138   1.000000
  -0.489074  -0.477030   1.000000
  -0.250712  -0.310025   1.000000
  -0.369753  -0.426144   1.000000
  -0.346785  -0.509956   1.000000
  -0.425604  -0.299575   1.000000
  -0.245855  -0.300286   1.000000
  -0.458602  -0.382648   1.000000
  -0.537118  -0.335316   1.000000
  -0.418171  -0.484408   1.000000
  -0.454062  -0.433702   1.000000
  -0.381250  -0.444315   1.000000
  -0.352652  -0.272146   1.000000
  -0.495901  -0.439705   1.000000
  -0.469903  -0.225588   1.000000
  -0.249994  -0.398975   1.000000
  -0.359208  -0.262192   1.000000
  -0.373621  -0.291798   1.000000
  -0.576289  -0.332703   1.000000
  -0.314452  -0.507896   1.000000
  -0.325099  -0.486883   1.000000
  -0.302904  -0.323929   1.000000
  -0.452949  -0.396155   1.000000
  -0.494176  -0.255211   1.000000
  -0.317691  -0.279943   1.000000
  -0.369758  -0.301936   1.000000
  -0.432753  -0.455231   1.000000
  -0.175621  -0.468402   1.000000
  -0.319243  -0.298417   1.000000
  -0.361432  -0.365008   1.000000
  -0.362982  -0.413014   1.000000
  -0.543595  -0.405387   1.000000
  -0.468929  -0.355618   1.000000
  -0.502407  -0.653334   1.000000
  -0.405317  -0.520044   1.000000
  -0.275632  -0.357539   1.000000
  -0.438041  -0.371850   1.000000
  -0.346110  -0.567822   1.000000
  -0.464002  -0.408079   1.000000
  -0.340431  -0.343240   1.000000
  -0.366517  -0.257243   1.000000
  -0.418997  -0.203046   1.000000
  -0.303719  -0.471108   1.000000
  -0.475976  -0.467893   1.000000
  -0.344513  -0.499788   1.000000
  -0.434025  -0.292792   1.000000
  -0.267991  -0.390293   1.000000
  -0.425095  -0.232484   1.000000
  -0.535221  -0.436936   1.000000
  -0.472306  -0.225777   1.000000
  -0.474786  -0.283784   1.000000
  -0.253460  -0.387189   1.000000
  -0.315456  -0.328031   1.000000
  -0.473228  -0.548740   1.000000
  -0.375900  -0.303507   1.000000
  -0.395370  -0.392143   1.000000
  -0.410646  -0.176250   1.000000
  -0.268142  -0.393182   1.000000
  -0.340428  -0.474299   1.000000
  -0.389075  -0.230867   1.000000
  -0.459304  -0.360951   1.000000
  -0.444614  -0.379215   1.000000
  -0.452767  -0.488145   1.000000
  -0.524467  -0.528153   1.000000
  -0.311146  -0.388088   1.000000
  -0.323263  -0.570777   1.000000
  -0.397065  -0.540824   1.000000
  -0.311001  -0.377172   1.000000
  -0.239136  -0.364020   1.000000
  -0.406234  -0.439664   1.000000
  -0.305116  -0.319919   1.000000
  -0.237546  -0.405030   1.000000
  -0.436479  -0.371314   1.000000
  -0.418920  -0.274833   1.000000
  -0.469208  -0.457793   1.000000
  -0.314507  -0.431592   1.000000
  -0.429592  -0.317712   1.000000
  -0.599774  -0.523396   1.000000
  -0.456092  -0.504031   1.000000
  -0.381853  -0.365018   1.000000
  -0.375112  -0.294684   1.000000
  -0.434618  -0.415684   1.000000
  -0.552317  -0.382984   1.000000
  -0.323867  -0.346579   1.000000
  -0.391209  -0.494857   1.000000
  -0.341777  -0.369528   1.000000
  -0.346043  -0.211101   1.000000
  -0.231421  -0.252992   1.000000
  -0.377925  -0.340523   1.000000
  -0.370696  -0.573422   1.000000
  -0.392412  -0.397883   1.000000
  -0.482174  -0.397766   1.000000
  -0.505974  -0.401247   1.000000
  -0.404202  -0.231489   1.000000
  -0.631335  -0.418690   1.000000
  -0.396462  -0.491470   1.000000
  -0.167287  -0.406035   1.000000
  -0.395038  -0.504503   1.000000
  -0.295835  -0.448400   1.000000
  -0.356079  -0.200123   1.000000
  -0.533860  -0.334906   1.000000
  -0.478077  -0.422906   1.000000
  -0.390603  -0.546409   1.000000
  -0.608212  -0.407857   1.000000
  -0.248072  -0.356630   1.000000
  -0.540126  -0.506124   1.000000
  -0.374768  -0.380811   1.000000
  -0.383581  -0.378395   1.000000
  -0.588253  -0.397503   1.000000
  -0.361758  -0.535074   1.000000
  -0.340190  -0.131137   1.000000
  -0.422918  -0.365513   1.000000
  -0.281562  -0.306085   1.000000
  -0.532158  -0.418085   1.000000
  -0.309097  -0.393730   1.000000
  -0.262780  -0.465464   1.000000
  -0.274726  -0.167668   1.000000
  -0.484346  -0.403280   1.000000
  -0.378031  -0.637225   1.000000
  -0.421756  -0.381574   1.000000
  -0.503126  -0.328123   1.000000
  -0.381483  -0.352035   1.000000
  -0.591511  -0.529206   1.000000
  -0.434492  -0.488254   1.000000
  -0.322514  -0.274431   1.000000
  -0.542048  -0.403634   1.000000
  -0.631652  -0.387593   1.000000
  -0.321667  -0.475316   1.000000
  -0.200745  -0.357306   1.000000
  -0.439920  -0.366759   1.000000
  -0.331389  -0.526932   1.000000
  -0.241130  -0.428913   1.000000
  -0.362385  -0.530013   1.000000
  -0.451415  -0.338230   1.000000
  -0.472463  -0.289428   1.000000
  -0.474835  -0.525395   1.000000
  -0.283524  -0.414704   1.000000
  -0.186012  -0.453850   1.000000
  -0.471856  -0.544452   1.000000
  -0.261590  -0.262476   1.000000
  -0.452143  -0.322648   1.000000
  -0.423573  -0.243298   1.000000
  -0.404156  -0.197403   1.000000
  -0.467026  -0.363505   1.000000
  -0.300547  -0.316729   1.000000
  -0.579919  -0.318175   1.000000
  -0.313111  -0.318511   1.000000
  -0.435144  -0.467117   1.000000
  -0.415472  -0.362131   1.000000
  -0.384736  -0.436465   1.000000
  -0.369369  -0.352723   1.000000
  -0.171881  -0.315024   1.000000
  -0.351803  -0.407492   1.000000
  -0.258606  -0.466441   1.000000
  -0.256369  -0.317588   1.000000
  -0.481488  -0.356837   1.000000
  -0.306750  -0.398329   1.000000
  -0.404459  -0.303470   1.000000
  -0.302064  -0.350207   1.000000
  -0.409406  -0.461353   1.000000
  -0.346938  -0.352904   1.000000
  -0.342603  -0.407968   1.000000
  -0.398733  -0.419596   1.000000
  -0.487574  -0.338483   1.000000
  -0.364774  -0.352174   1.000000
  -0.287019  -0.426009   1.000000
  -0.457988  -0.376235   1.000000
  -0.486114  -0.389397   1.000000
  -0.390517  -0.339025   1.000000
  -0.446565  -0.423522   1.000000
  -0.463904  -0.371673   1.000000
  -0.525213  -0.460913   1.000000
  -0.365410  -0.321985   1.000000
  -0.548381  -0.306717   1.000000
  -0.311441  -0.414574   1.000000
  -0.411494  -0.460257   1.000000
  -0.532249  -0.399540   1.000000
  -0.453897  -0.311726   1.000000
  -0.274546  -0.499901   1.000000
  -0.303711  -0.437217   1.000000
  -0.350165  -0.326027   1.000000
  -0.245284  -0.264025   1.000000
  -0.358959  -0.347154   1.000000
  -0.337980  -0.357486   1.000000
  -0.524862  -0.488861   1.000000
  -0.526955  -0.280067   1.000000
  -0.385352  -0.308857   1.000000
  -0.342051  -0.214954   1.000000
  -0.354767  -0.449049   1.000000
  -0.510494  -0.380932   1.000000
